#model1
read_id,len_reference,len_basecalls,que_start,que_end,ref_start,ref_end,comment,AA>AA,AA>AC,AA>AG,AA>AT,AA>CA,AA>CC,AA>CG,AA>CT,AA>GA,AA>GC,AA>GG,AA>GT,AA>TA,AA>TC,AA>TG,AA>TT,AA>-A,AA>-C,AA>-G,AA>-T,AC>AA,AC>AC,AC>AG,AC>AT,AC>CA,AC>CC,AC>CG,AC>CT,AC>GA,AC>GC,AC>GG,AC>GT,AC>TA,AC>TC,AC>TG,AC>TT,AC>-A,AC>-C,AC>-G,AC>-T,AG>AA,AG>AC,AG>AG,AG>AT,AG>CA,AG>CC,AG>CG,AG>CT,AG>GA,AG>GC,AG>GG,AG>GT,AG>TA,AG>TC,AG>TG,AG>TT,AG>-A,AG>-C,AG>-G,AG>-T,AT>AA,AT>AC,AT>AG,AT>AT,AT>CA,AT>CC,AT>CG,AT>CT,AT>GA,AT>GC,AT>GG,AT>GT,AT>TA,AT>TC,AT>TG,AT>TT,AT>-A,AT>-C,AT>-G,AT>-T,A->AA,A->AC,A->AG,A->AT,A->CA,A->CC,A->CG,A->CT,A->GA,A->GC,A->GG,A->GT,A->TA,A->TC,A->TG,A->TT,CA>AA,CA>AC,CA>AG,CA>AT,CA>CA,CA>CC,CA>CG,CA>CT,CA>GA,CA>GC,CA>GG,CA>GT,CA>TA,CA>TC,CA>TG,CA>TT,CA>-A,CA>-C,CA>-G,CA>-T,CC>AA,CC>AC,CC>AG,CC>AT,CC>CA,CC>CC,CC>CG,CC>CT,CC>GA,CC>GC,CC>GG,CC>GT,CC>TA,CC>TC,CC>TG,CC>TT,CC>-A,CC>-C,CC>-G,CC>-T,CG>AA,CG>AC,CG>AG,CG>AT,CG>CA,CG>CC,CG>CG,CG>CT,CG>GA,CG>GC,CG>GG,CG>GT,CG>TA,CG>TC,CG>TG,CG>TT,CG>-A,CG>-C,CG>-G,CG>-T,CT>AA,CT>AC,CT>AG,CT>AT,CT>CA,CT>CC,CT>CG,CT>CT,CT>GA,CT>GC,CT>GG,CT>GT,CT>TA,CT>TC,CT>TG,CT>TT,CT>-A,CT>-C,CT>-G,CT>-T,C->AA,C->AC,C->AG,C->AT,C->CA,C->CC,C->CG,C->CT,C->GA,C->GC,C->GG,C->GT,C->TA,C->TC,C->TG,C->TT,GA>AA,GA>AC,GA>AG,GA>AT,GA>CA,GA>CC,GA>CG,GA>CT,GA>GA,GA>GC,GA>GG,GA>GT,GA>TA,GA>TC,GA>TG,GA>TT,GA>-A,GA>-C,GA>-G,GA>-T,GC>AA,GC>AC,GC>AG,GC>AT,GC>CA,GC>CC,GC>CG,GC>CT,GC>GA,GC>GC,GC>GG,GC>GT,GC>TA,GC>TC,GC>TG,GC>TT,GC>-A,GC>-C,GC>-G,GC>-T,GG>AA,GG>AC,GG>AG,GG>AT,GG>CA,GG>CC,GG>CG,GG>CT,GG>GA,GG>GC,GG>GG,GG>GT,GG>TA,GG>TC,GG>TG,GG>TT,GG>-A,GG>-C,GG>-G,GG>-T,GT>AA,GT>AC,GT>AG,GT>AT,GT>CA,GT>CC,GT>CG,GT>CT,GT>GA,GT>GC,GT>GG,GT>GT,GT>TA,GT>TC,GT>TG,GT>TT,GT>-A,GT>-C,GT>-G,GT>-T,G->AA,G->AC,G->AG,G->AT,G->CA,G->CC,G->CG,G->CT,G->GA,G->GC,G->GG,G->GT,G->TA,G->TC,G->TG,G->TT,TA>AA,TA>AC,TA>AG,TA>AT,TA>CA,TA>CC,TA>CG,TA>CT,TA>GA,TA>GC,TA>GG,TA>GT,TA>TA,TA>TC,TA>TG,TA>TT,TA>-A,TA>-C,TA>-G,TA>-T,TC>AA,TC>AC,TC>AG,TC>AT,TC>CA,TC>CC,TC>CG,TC>CT,TC>GA,TC>GC,TC>GG,TC>GT,TC>TA,TC>TC,TC>TG,TC>TT,TC>-A,TC>-C,TC>-G,TC>-T,TG>AA,TG>AC,TG>AG,TG>AT,TG>CA,TG>CC,TG>CG,TG>CT,TG>GA,TG>GC,TG>GG,TG>GT,TG>TA,TG>TC,TG>TG,TG>TT,TG>-A,TG>-C,TG>-G,TG>-T,TT>AA,TT>AC,TT>AG,TT>AT,TT>CA,TT>CC,TT>CG,TT>CT,TT>GA,TT>GC,TT>GG,TT>GT,TT>TA,TT>TC,TT>TG,TT>TT,TT>-A,TT>-C,TT>-G,TT>-T,T->AA,T->AC,T->AG,T->AT,T->CA,T->CC,T->CG,T->CT,T->GA,T->GC,T->GG,T->GT,T->TA,T->TC,T->TG,T->TT,homo_A_counts,homo_A_errors,homo_C_counts,homo_C_errors,homo_G_counts,homo_G_errors,homo_T_counts,homo_T_errors,phred_mean,phred_median,phred_std,phred_mean_correct,phred_median_correct,phred_std_correct,phred_mean_error,phred_median_error,phred_std_error
4afc223a-939c-4e72-afe7-45801f55b7c3,2958,2840,114,2840,212,2956,pass,98,56,51,65,1,0,1,1,1,5,3,0,0,0,0,0,4,1,3,1,0,1,0,1,44,31,9,44,0,2,0,0,0,0,0,2,1,6,0,1,0,0,0,0,0,0,0,0,60,28,41,48,0,0,0,1,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,1,46,32,45,66,1,1,1,4,3,0,1,0,1,1,0,0,7,1,4,0,1,1,0,0,60,25,55,46,2,0,1,2,1,1,0,0,0,0,0,1,2,1,0,1,2,1,0,0,41,32,2,48,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,6,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,42,50,61,49,1,1,0,5,2,1,1,4,0,0,0,6,1,1,1,2,1,0,2,4,57,24,31,30,0,0,1,0,1,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,41,25,1,38,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,0,0,0,0,0,34,24,48,36,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,31,26,37,36,0,0,0,3,1,0,3,2,0,1,0,1,0,0,0,0,0,0,2,9,54,26,35,50,0,1,0,0,0,1,1,1,0,1,0,0,6,0,1,0,1,0,0,1,62,23,5,73,0,0,0,0,1,0,0,1,0,9,0,2,1,4,0,0,2,1,0,0,46,43,47,42,0,0,0,0,2,0,4,0,0,2,1,0,0,1,2,1,2,0,0,0,50,64,45,89,1,0,0,2,6,2,2,3,1,8,2,4,0,1,4,0,0,1,0,1,41,3,5,0,10,1,22,5,7.8000733675715335,7.0,3.9043046763312845,7.89317738791423,7.0,3.939935513878848,6.316770186335404,5.0,2.9073100419640374
7a055a70-7846-4740-a43a-b169dc39c27b,,,,,,,failedmapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68c9335e-b420-4309-97bb-fd81493c9286,936,829,0,829,26,935,pass,60,22,18,34,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,24,11,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,11,16,21,0,0,1,1,21,0,0,0,12,2,0,1,20,0,2,0,21,0,0,1,28,6,16,14,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,11,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14,5,8,11,0,1,0,1,2,0,0,4,0,0,0,1,1,0,0,0,1,0,0,2,17,4,7,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,8,7,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,6,15,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,26,14,7,20,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,21,5,2,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,10,5,8,14,0,0,0,0,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,20,20,10,32,1,0,0,0,4,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,36,6,0,0,0,0,0,0,8.09891435464415,7.0,4.016234999858484,8.127713920817369,7.0,4.0167638194190545,7.608695652173913,6.5,3.9753493741434642
a36d6d05-a554-4ca8-a0c6-969904788364,13235,12982,3,12970,137,13235,pass,233,107,206,97,0,0,0,0,1,8,4,2,0,0,2,1,8,1,2,1,0,0,0,0,232,191,59,142,0,3,0,0,3,0,2,0,3,16,1,1,2,3,10,0,0,2,0,0,247,318,356,162,0,3,0,0,8,3,31,1,0,0,0,0,0,0,2,1,0,1,0,2,73,107,147,97,0,0,3,2,7,2,2,1,2,22,6,3,3,7,18,4,0,2,2,6,156,278,464,141,1,1,1,1,0,5,22,5,1,2,2,0,11,14,6,6,2,3,0,2,359,405,107,381,2,3,0,0,1,1,0,3,2,10,1,2,2,3,12,0,0,0,1,0,53,80,95,68,0,1,0,0,1,2,5,1,0,1,5,1,0,0,4,0,0,0,2,2,99,275,426,157,2,3,7,12,13,9,6,3,4,6,4,1,8,4,5,4,6,8,4,8,164,157,313,110,0,3,0,0,3,2,9,2,0,0,1,0,2,0,13,3,0,1,0,0,295,384,97,278,0,0,0,0,4,1,0,1,10,18,2,2,1,8,12,1,0,0,0,0,276,411,363,192,0,0,0,1,3,2,5,0,0,1,2,0,0,1,1,0,0,0,1,1,81,144,274,94,1,3,0,2,14,6,30,0,4,30,15,3,3,3,5,0,0,4,5,2,85,65,89,61,0,1,1,0,1,5,10,5,0,0,0,0,7,4,1,0,0,0,1,0,202,232,53,182,1,0,0,1,1,0,0,0,0,16,1,1,2,8,12,2,4,2,1,0,181,238,364,177,0,1,0,0,2,8,8,1,0,0,0,0,4,3,0,2,0,1,1,0,75,150,132,164,0,1,4,7,6,5,15,0,3,42,14,2,9,0,18,2,0,0,3,1,131,18,166,22,79,14,80,9,8.07056373872137,7.0,4.124876839879144,8.129484802064017,7.0,4.137288109272553,6.774822695035461,6.0,3.6061419440083053
779397f3-5e4a-41ab-abd9-34e14aa98c96,9346,9077,0,9071,118,9342,pass,309,94,212,216,0,0,1,2,5,12,5,8,1,2,1,5,10,5,6,3,0,0,0,1,170,64,11,123,0,1,0,0,8,3,0,0,6,11,0,8,8,2,7,8,0,0,0,1,212,98,169,162,0,1,0,7,18,2,9,5,0,0,2,4,5,0,0,3,0,0,0,12,183,131,158,254,2,1,5,23,3,21,2,10,0,21,0,8,20,33,25,9,6,24,5,16,148,84,156,159,1,2,0,0,4,7,6,4,2,3,4,4,13,5,3,3,2,3,0,1,124,57,6,115,1,0,0,0,4,0,0,1,3,3,0,4,0,0,1,0,0,0,0,0,6,7,4,9,0,0,0,0,0,0,1,1,1,1,3,5,3,1,1,0,0,0,0,0,122,111,143,186,1,5,6,10,17,7,2,6,2,2,0,1,2,0,0,3,15,5,0,13,191,73,148,132,1,0,0,0,3,2,6,1,1,1,0,0,10,0,7,3,2,1,1,4,96,61,3,99,2,1,0,0,3,1,0,1,7,7,1,5,1,4,9,2,2,1,0,0,143,71,79,104,0,2,0,5,2,1,3,0,0,1,0,0,3,0,2,1,1,0,1,2,121,80,119,144,9,1,2,4,19,4,13,13,0,7,3,3,5,1,0,2,4,5,3,10,176,98,128,210,4,1,0,4,4,11,22,12,0,2,0,4,13,5,4,13,1,0,2,5,172,95,5,222,0,0,0,2,1,1,0,1,6,15,0,7,8,6,7,15,1,0,0,0,173,90,133,165,1,3,0,2,4,7,7,5,7,1,1,4,4,4,0,2,3,0,1,2,240,193,177,385,6,5,6,6,17,8,14,3,8,17,3,3,12,6,12,9,1,2,8,3,126,18,10,2,10,2,138,11,8.091279902987543,7.0,4.147676612398968,8.213299723922699,7.0,4.169208919173277,6.717567567567568,5.0,3.6238645233055364
9e27d6be-246a-49cf-8fbe-b0292fb13887,780,658,8,658,0,778,pass,38,25,17,18,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,18,2,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,12,11,9,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,9,5,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21,13,10,14,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,17,18,4,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,12,8,6,0,0,0,0,41,0,0,0,22,0,0,0,29,0,0,1,29,0,0,1,13,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,10,2,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,10,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,6,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,6,6,2,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,3,8,7,0,1,0,0,8,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,30,6,5,0,0,0,0,0,7.895384615384615,7.0,4.068809342726152,8.019543973941367,7.0,4.113568054295092,5.777777777777778,5.0,2.358331697421236
816716ff-1cd3-4093-9aac-4cedbb143bcd,,0,,,,,noprediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8af09a48-8a85-418b-9f1b-fd3b540737b4,4289,4190,2,4172,13,4289,pass,155,71,64,103,1,1,0,0,1,4,2,1,2,0,0,4,3,0,2,6,0,2,0,0,88,22,7,69,0,1,0,0,3,0,0,2,1,4,2,3,4,1,1,2,0,2,0,0,62,29,45,74,0,1,0,0,4,1,3,4,0,0,2,3,1,0,1,1,1,0,0,1,86,61,71,122,2,0,5,6,8,0,1,2,4,4,2,3,13,1,8,4,1,2,2,10,81,41,55,90,1,0,1,1,1,2,2,2,0,2,0,0,7,4,3,1,0,0,0,1,46,42,2,65,1,0,0,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,7,3,8,0,0,0,0,0,1,1,1,0,1,1,4,2,0,0,0,0,1,0,0,57,51,68,85,4,2,2,10,2,36,2,5,3,15,0,3,0,15,0,1,8,20,0,1,72,19,50,39,0,1,0,0,3,0,3,1,0,0,0,0,3,1,3,4,1,0,1,1,48,20,3,38,1,0,0,0,1,0,0,0,1,5,0,1,0,2,2,2,0,0,0,0,42,25,55,62,1,0,0,1,1,0,1,3,1,0,0,1,2,0,0,1,0,0,0,2,49,34,78,71,2,3,3,1,4,4,9,3,4,6,1,1,0,0,1,0,1,1,0,5,81,45,41,97,2,1,0,3,2,6,4,8,0,1,1,1,5,5,2,2,2,0,2,1,86,57,5,100,2,1,0,1,1,0,0,0,8,9,1,4,5,5,7,2,3,0,0,0,73,45,74,78,0,0,0,1,2,2,5,10,0,3,0,0,0,3,1,0,2,0,0,2,93,116,77,192,4,5,3,13,11,2,5,5,4,10,4,5,4,2,7,6,0,5,7,10,74,13,30,5,28,4,109,18,7.247002398081535,6.0,3.4621484413194157,7.331666227954725,6.0,3.460988564079471,6.380053908355795,5.0,3.353162565171655
5d2e206f-ba76-4f77-88a9-25fbec2b99ef,7174,7002,122,6997,244,7174,pass,253,94,97,155,1,2,0,2,6,11,8,6,2,2,2,0,18,3,1,3,0,0,0,1,139,73,13,117,1,3,1,0,6,2,0,1,13,9,1,3,5,12,5,3,1,1,0,0,102,83,108,99,1,0,1,1,5,6,10,1,2,0,3,1,2,0,0,6,1,0,0,3,116,112,112,127,3,2,3,9,6,0,1,9,4,5,3,16,18,2,6,12,6,2,6,37,111,106,145,119,1,2,2,1,0,3,4,3,5,3,7,1,15,12,7,7,4,3,2,3,125,86,16,121,2,1,0,0,7,4,3,4,8,6,0,4,0,0,2,1,0,0,0,0,11,10,16,14,0,0,0,1,0,3,1,0,1,2,3,6,3,1,5,5,0,1,0,1,106,144,139,97,5,3,5,14,19,8,1,6,5,4,0,3,5,2,0,2,16,9,0,13,84,42,97,77,0,0,0,1,5,1,3,4,2,1,0,0,5,0,6,5,3,1,0,4,86,81,11,97,0,0,0,1,3,2,0,2,8,8,1,4,1,6,5,4,0,1,0,0,86,79,56,77,1,0,0,3,5,2,2,0,2,1,5,3,2,0,3,1,1,0,0,2,56,59,96,93,2,3,5,6,7,3,3,6,1,5,4,6,2,0,0,4,0,1,0,9,134,75,55,107,1,6,0,0,4,11,5,10,3,1,1,0,15,8,4,2,4,0,0,6,133,98,11,164,0,1,0,1,1,2,0,1,11,19,0,7,4,7,8,11,3,3,2,2,104,92,104,113,1,1,2,3,3,6,6,7,1,2,4,2,6,1,2,8,1,2,0,2,130,118,94,229,2,8,3,14,26,8,10,5,13,24,5,4,17,4,5,5,4,2,1,2,139,25,16,2,5,0,125,29,7.0471272727272725,6.0,3.4457611538317914,7.164100884376023,6.0,3.4749953969966056,6.118335500650195,5.0,3.048850530468856
aaf8bbda-92dd-4993-8a47-63c0a3c998bc,38388,38218,0,38201,66,38388,pass,1530,493,596,890,12,3,2,8,23,34,22,24,10,6,3,7,92,11,25,33,4,0,1,2,637,377,93,642,3,5,2,2,24,6,4,6,30,33,5,19,32,29,13,14,1,4,1,3,645,496,577,553,2,2,5,13,36,18,37,15,6,1,5,6,27,5,7,8,5,0,6,19,768,495,563,854,29,10,26,67,29,3,20,10,20,27,10,43,66,13,53,26,33,4,20,63,560,493,691,574,15,8,5,8,8,13,27,12,7,10,6,9,58,53,27,22,11,7,5,9,606,411,170,646,3,1,5,1,40,6,4,13,25,24,4,17,4,5,10,1,0,3,0,1,98,143,175,107,0,2,2,3,3,12,3,2,3,3,16,7,11,2,19,4,0,1,3,5,425,682,725,661,36,16,27,68,91,31,11,24,11,24,1,13,20,7,10,8,57,32,18,84,558,286,571,457,1,4,1,1,15,15,15,18,1,2,4,11,51,9,33,15,6,6,3,4,477,495,157,499,2,8,0,3,16,8,3,3,22,39,4,18,9,18,20,9,2,4,0,0,485,477,439,469,2,6,3,19,23,13,10,10,3,0,8,7,14,1,5,1,1,2,4,4,413,292,586,534,13,7,21,27,46,21,39,25,12,41,20,22,15,3,22,8,7,9,11,59,778,385,416,746,11,6,7,15,8,35,24,21,7,5,5,8,78,24,16,28,4,4,4,9,667,498,104,793,3,6,1,5,5,9,0,4,21,65,5,19,20,38,47,34,8,5,3,7,664,464,631,642,4,6,3,10,30,28,39,31,5,7,7,6,20,12,4,5,5,5,4,8,810,665,662,1479,29,20,17,40,95,16,56,31,36,91,22,41,32,12,33,27,20,10,15,30,1056,178,108,16,112,24,979,156,7.2396795895395405,6.0,3.4680118879203827,7.341024101552449,6.0,3.4950627224114506,6.140198511166253,5.0,2.943356393448871
